nofinesset;nofinessej;rs;rslongue;numvoie;compvoie;typvoie;voie;lieuditbp;departement;libdepartement;cp;commune;telephone;telecopie;dateouv;dateautor;datemaj;wgs84;lat;lng
750026353;750026346;PHARMACIE LECOURBE;;5;;RUE;LECOURBE;;75;PARIS;75015;PARIS 15;143065132;145669638;29/06/2006;11/11/1942;10/10/2007;48.8447732, 2.3102547;48.8447732;2.3102547
750026585;750026577;PHARM DU GRAND PAVOIS;;360;;RUE;LECOURBE;;75;PARIS;75015;PARIS 15;145547983;145571980;31/08/1993;11/05/1943;13/01/2009;48.836462, 2.2820354;48.836462;2.2820354
750026635;750026627;PHARMACIE GAUMERAIS;;59;;BOULEVARD;LEFEBVRE;;75;PARIS;75015;PARIS 15;148280227;148281556;02/01/2010;01/07/1946;25/08/2010;48.8310694, 2.2925616;48.8310694;2.2925616
750026650;750026643;PHARMACIE TREIGNIER PORTE BRANCION;;94;;BOULEVARD;LEFEBVRE;;75;PARIS;75015;PARIS 15;148283255;145338671;01/11/2009;15/05/1943;07/10/2009;48.8284684, 2.3010363;48.8284684;2.3010363
750027104;750027096;PHARMACIE BUFFON;;185;;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS 15;147343566;144490328;08/06/2009;16/04/1943;17/06/2009;48.8427013, 2.3120721;48.8427013;2.3120721
750027955;750027930;PHARM PONSARD;;4;;CHS;MUETTE;1 RUE FRANCOIS PONSARD;75;PARIS;75016;PARIS 16;142881830;142881830;18/01/2010;17/11/1942;11/01/2010;48.8581869, 2.27416545;48.8581869;2.27416545
750028466;750028441;SARL PHARMACIE ELALOUF;;18;;AVENUE;BUGEAUD;;75;PARIS;75016;PARIS 16;147275477;147554163;31/12/2011;17/11/1942;04/04/2012;48.87025796, 2.28267118;48.87025796;2.2826711799999995
750028482;750028474;PHARMACIE DUFRENOY;;16;B;RUE;DUFRENOY;;75;PARIS;75016;PARIS 16;145046987;145046987;21/11/2002;17/11/1942;29/04/2009;48.8662711, 2.2737162;48.8662711;2.2737162
750028771;750028763;PHARMACIE SELARL DU DOME;;33;;RUE;LAURISTON;;75;PARIS;75016;PARIS 16;147271486;155730443;01/03/2004;17/11/1942;25/08/2010;48.87079614, 2.29154313;48.87079614000001;2.291543130000001
750028805;750028797;PHARM LENGRONNE;;99;;RUE;LAURISTON;;75;PARIS;75016;PARIS 16;147278094;147559418;27/04/1995;17/11/1942;15/05/2009;48.8671346, 2.28771685;48.86713460000001;2.28771685
750029233;750029225;PHARM DE LA TOUR;;72;;RUE;DE LA TOUR;;75;PARIS;75016;PARIS 16;145030453;145042188;30/08/1994;22/03/1944;13/07/2009;48.8627304, 2.276455;48.8627304;2.276455
750029670;750029662;SELARL PHARMACIE ZAIDI;;1;;RUE;BERZELIUS;;75;PARIS;75017;PARIS 17;146274035;146274035;18/10/2010;01/06/1943;21/07/2011;48.8932294, 2.3189159;48.8932294;2.3189159
750029787;750029761;PHARM NAHUM;;37;;RUE;BROCHANT;;75;PARIS;75017;PARIS 17;146271023;146278811;01/10/1975;24/11/1942;13/07/2009;48.8899743, 2.319188;48.8899743;2.319188
750029936;750029910;SELAS GRANDE PHARMACIE BROCHANT;;142;;AVENUE;DE CLICHY;;75;PARIS;75017;PARIS 17;142639678;142639678;02/04/2012;28/04/1943;30/05/2012;48.8893683, 2.3223298;48.8893683;2.3223298
750029951;750029944;PHARM FROMENTIN;;182;;AVENUE;DE CLICHY;;75;PARIS;75017;PARIS 17;146278836;146270089;16/05/1994;28/05/1943;13/07/2009;48.8929148, 2.3163857;48.8929148;2.3163857
750030967;750030942;SELAS PHIE NOUVELLE DES BATIGNOLLES;SELAS PHARMACIE NOUVELLE DES BATIGNOLLES;23;;RUE;DES MOINES;;75;PARIS;75017;PARIS 17;146270402;140250382;31/12/2012;24/11/1942;18/01/2013;48.8888548, 2.3193113;48.8888548;2.3193113
750031270;750031262;PHARMACIE DE PARIS;;5;;PL;DE LA PTE CHAMPERRET;;75;PARIS;75017;PARIS 17;145724325;140680743;01/07/2006;05/07/1943;27/07/2006;48.8857618, 2.29063869;48.8857618;2.29063869
750031353;750031346;PHARMACIE DE PRONY;;53;;RUE;DE PRONY;;75;PARIS;75017;PARIS 17;147633016;140540104;01/11/2009;10/06/1943;06/10/2009;48.8822691, 2.3040656;48.8822691;2.3040656
750031866;750031841;PHARMACIE ELKESLASSI BERMOT;;157;;AVENUE;DE WAGRAM;;75;PARIS;75017;PARIS 17;147638450;147630347;01/08/2003;24/11/1942;25/08/2010;48.8861455, 2.3038104;48.8861455;2.3038104
750032450;750032443;SELARL PHARMACIE CASALONGA;;23;;RUE;CUSTINE;;75;PARIS;75018;PARIS 18;146062478;146065057;20/06/2011;05/01/1943;25/10/2011;48.8886029, 2.3469296;48.8886029;2.3469296
750032716;750032690;SELAS PHARMACIE HERMEL;;18;;RUE;HERMEL;;75;PARIS;75018;PARIS 18;146062735;146062735;01/07/2012;21/05/1943;03/09/2012;48.8917844, 2.3446788;48.8917844;2.3446788
750032732;750032724;PHARMACIE JULES JOFFRIN;;30;;RUE;HERMEL;;75;PARIS;75018;PARIS 18;146064918;146064149;15/01/1999;31/12/1943;11/02/2009;48.892578, 2.3451771;48.892578;2.3451771
750032906;750032880;PHARM  DE LA BUTTE MONTMARTRE;;30;;RUE;LEPIC;;75;PARIS;75018;PARIS 18;146068298;146068298;29/09/1999;05/01/1943;15/07/2009;48.8861887, 2.3342353;48.8861887;2.3342353
750033003;750032997;PHARMACIE DE LA PROVIDENCE;;90;;RUE;DES MARTYRS;;75;PARIS;75018;PARIS 18;146060251;146060426;14/03/2000;30/12/1942;23/02/2009;48.8837329, 2.3397952;48.8837329;2.3397952
750033854;750033847;PHARM DU BATEAU LAVOIR;;18;;RUE;RAVIGNAN;;75;PARIS;75018;PARIS 18;146063891;146063891;26/06/2000;31/12/1942;15/07/2009;48.8849464, 2.3374867;48.8849464;2.3374867
750033870;750033862;PHARMA GREEN;;67;;RUE;RIQUET;;75;PARIS;75018;PARIS 18;146077889;146074610;01/12/2011;31/12/1943;05/03/2013;48.8898805, 2.3627422;48.8898805;2.3627422
750033953;750033946;PHARM OURABAH;;10;B;AVENUE;DE SAINT OUEN;;75;PARIS;75018;PARIS 18;143876936;142935271;06/03/1986;30/12/1942;15/07/2009;48.8878239, 2.3258581;48.8878239;2.3258581
750034050;750034043;PHARM SOUSSAN ET AIZENMAN;;18;;RUE;SIMART;;75;PARIS;75018;PARIS 18;142540768;142541224;28/10/1988;31/12/1942;09/11/2009;48.8897591, 2.3493613;48.8897591;2.3493613
750034407;750034381;PHARMACIE PRINCIPALE DE BELLEVILLE;;117;;RUE;DE BELLEVILLE;;75;PARIS;75019;PARIS 19;142081102;142084880;29/03/1999;21/12/1942;11/05/2009;48.87475, 2.3877263;48.87475;2.3877263
750034555;750034530;PHARMACIE NGUYEN LE NGOC;;246;;RUE;DE CRIMEE;;75;PARIS;75019;PARIS 19;140347308;140347308;01/07/2008;18/09/1970;23/05/2013;48.8881081, 2.3796243;48.8881081;2.3796243
750034571;750034563;PHARMACIE MAMAN;;29;;RUE;EUGENE JUMIN;;75;PARIS;75019;PARIS 19;142086106;142086106;24/02/1989;15/05/1943;11/05/2009;48.8884367, 2.3919699;48.8884367;2.3919699
750035321;750035313;GRANDE PHARMACIE DE STALINGRAD;;27;;AVENUE;DE FLANDRE;;75;PARIS;75019;PARIS 19;146072771;146072746;01/07/2007;30/12/1942;16/07/2009;48.8931234, 2.3801748;48.8931234;2.3801748
750035552;750035545;PHARMACIE ALEXANDRE DUMAS;;6;;RUE;DE BAGNOLET;;75;PARIS;75020;PARIS 20;143702428;143702428;01/07/2007;24/05/1943;02/12/2008;48.8566263, 2.3952302;48.8566263;2.3952302
750035602;750035594;PHARMACIE GARCIA;;95;;RUE;DE BAGNOLET;;75;PARIS;75020;PARIS 20;143705215;143705227;30/01/2001;02/12/1942;16/07/2009;48.8589684, 2.4016789;48.8589684;2.4016789
750036055;750036030;PHARM UZAN;;147;;AVENUE;GAMBETTA;;75;PARIS;75020;PARIS 20;140312336;140315166;28/03/2001;05/12/1942;29/12/2008;48.8698336, 2.402596;48.8698336;2.402596
750036154;750036147;PHARMACIE 43;;43;;RUE;DES MARONITES;;75;PARIS;75020;PARIS 20;146366654;;01/03/2004;21/05/1943;09/01/2009;48.8689157, 2.38559574;48.86891570000001;2.3855957400000003
750036600;750036592;PHARMACIE DES GATINES;;243;B;RUE;DES PYRENEES;;75;PARIS;75020;PARIS 20;146368601;146366594;15/02/2010;27/05/1943;20/04/2011;48.8514871, 2.4062808;48.8514871;2.4062808
750036816;750036790;PHARMACIE CANARD VOLLAND VALERIE;;11;;RUE;SAINT FARGEAU;;75;PARIS;75020;PARIS 20;140319741;140303191;09/01/2006;24/05/1943;16/07/2009;48.8710569, 2.4000483;48.8710569;2.4000483
910010347;910010321;S.N.C. PHARM HUET ROLLOT;;99;;RUE;GABRIEL PERI;;91;ESSONNE;91300;MASSY;169200422;169205414;01/07/2005;25/02/1944;29/07/2013;48.7295, 2.27586;48.7295;2.27586
910010891;910010883;SELARL PHARMACIE BELLESSORT;;;;PL;DU SOLEIL;;91;ESSONNE;91230;MONTGERON;169034282;;28/08/2006;29/01/1944;20/03/2009;48.703, 2.44302;48.703;2.44302
910010941;910010933;PHARM CENTRALE;;15;;PL;DU MARCHE;;91;ESSONNE;91310;MONTLHERY;169010027;164497412;30/07/2004;13/01/1943;25/08/2010;48.6391, 2.27043;48.6391;2.27043
910011642;910011634;PHARM INAOUI;;27;B;RUE;DE PARIS;;91;ESSONNE;91120;PALAISEAU;160140124;160103126;20/03/1967;25/02/1944;30/07/2013;48.7177, 2.24806;48.71769999999997;2.24806
910012145;910012137;PHARM DE LA POSTE M CONIGLIO;;1;;PL;DU MOULIN A VENT;;91;ESSONNE;91130;RIS ORANGIS;169063902;169068689;23/09/1992;19/03/1998;02/08/2013;48.649, 2.40714;48.648999999999994;2.40714
910012327;910012301;SELARL PHARM DE LA BOELE;;4;;RUE;DE LA BOELE;;91;ESSONNE;91700;STE GENEVIEVE DES BOIS;160160704;169250690;02/03/2009;17/07/1998;02/08/2013;48.6491, 2.30423;48.6491;2.30423
910012376;910012350;PHARM PINCHAUX;;205;B;ROUTE;DE CORBEIL;;91;ESSONNE;91700;STE GENEVIEVE DES BOIS;160151051;160157976;06/12/1996;18/07/1964;02/08/2013;48.6323, 2.33648;48.63230000000001;2.33648
910013077;910013051;PHARM MARAIS CHARLES;;1;;AVENUE;HENRI OUZILLEAU;;91;ESSONNE;91600;SAVIGNY SUR ORGE;169054608;169441342;16/01/1991;29/10/1962;06/08/2013;48.674, 2.33897;48.674;2.33897
910013341;910013333;PHARM GAYE;;40;;RUE;VIGIER;;91;ESSONNE;91600;SAVIGNY SUR ORGE;169054425;;25/06/1987;31/08/1998;25/08/2010;48.6763, 2.34233;48.6763;2.34233
910013440;910013432;PHARM  DE LA GRANDE FERME;;14;;RUE;DE LA LIBERATION;;91;ESSONNE;91480;VARENNES JARCY;169390148;169390148;24/01/2000;31/05/1989;30/04/2009;48.677, 2.55771;48.676999999999985;2.55771
910013697;910013671;PHARM MARIN;;23;;AVENUE;HENRI BARBUSSE;;91;ESSONNE;91270;VIGNEUX SUR SEINE;169031552;169031552;09/01/1995;22/10/1980;15/03/2013;48.6971, 2.4156;48.69709999999999;2.4156000000000004
910014125;910014117;PHARM LOUDE EDITH;;6;;PL;LIBERATION;;91;ESSONNE;91360;VILLEMOISSON SUR ORGE;169040515;169511660;30/08/1981;10/11/1980;17/09/2013;48.657, 2.3302;48.65699999999999;2.3302
910014695;910014687;PHARM GASSIER CATHERINE;;61;;AVENUE;PIERRE BROSSOLETTE;;91;ESSONNE;91330;YERRES;169489019;169482013;27/03/1995;25/09/1975;17/09/2013;48.7008, 2.48311;48.7008;2.4831100000000004
910014844;910014836;PHARM THEBERT PETIT;;;;AVENUE;DE CHAMPAGNE;;91;ESSONNE;91940;LES ULIS;169287554;;02/03/1988;17/08/1978;04/02/2009;48.6898, 2.17389;48.6898;2.17389
910014893;910014885;PHARM DELSART;;128;;AVENUE;DES CHAMPS LASNIERS;;91;ESSONNE;91940;LES ULIS;169073301;169280279;05/06/1987;21/04/1976;13/09/2013;48.6862, 2.17003;48.68620000000001;2.17003
920008141;920008133;PHARMACIE DES RABATS;;136;;RUE;PASCAL;;92;HAUTS-DE-SEINE;92160;ANTONY;142374184;;01/07/2007;23/11/1984;04/12/2008;48.741, 2.31325;48.74100000000001;2.31325
920008893;920008885;PHARM M. JEHL;;5;;RUE;HENRI MARTIN;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147932664;140869252;20/07/1993;09/01/1943;25/08/2010;48.9099, 2.27395;48.909899999999986;2.27395
920008968;920008919;PHARMACIE DES JARDIES;;7;;PL;PIERRE BROSSOLETTE;;92;HAUTS-DE-SEINE;92310;SEVRES;146890076;146890224;15/06/2005;24/03/2005;25/08/2010;48.8275, 2.20039;48.82749999999999;2.20039
920009024;920009016;PHARM GRANDIAUD;;1;;AVENUE;DU GAL DE GAULLE;;92;HAUTS-DE-SEINE;92220;BAGNEUX;147359782;;28/09/1988;04/03/1965;01/07/2009;48.7971, 2.29828;48.7971;2.29828
920009065;920009057;PHARM SNC DEVAUX-LEBIGRE;;39;;AVENUE;HENRI BARBUSSE;;92;HAUTS-DE-SEINE;92220;BAGNEUX;146642648;;20/02/1978;12/02/1943;25/08/2010;48.801, 2.3142;48.800999999999995;2.3142
920009099;920009008;PHARMACIE MONGIN;;16;;RUE;RENE JACQUES;;92;HAUTS-DE-SEINE;92130;ISSY LES MOULINEAUX;146426856;;04/07/2005;21/01/2005;25/08/2010;48.8231, 2.26063;48.82310000000001;2.26063
920009164;920009156;PHARMACIE DAMPIERRE;;2;;PL;DE LA REPUBLIQUE;;92;HAUTS-DE-SEINE;92220;BAGNEUX;142531865;;01/01/2006;12/02/1943;01/07/2009;48.796, 2.30215;48.79599999999999;2.30215
920009396;920009370;PHARM  SERGENT;;8;;PL;JEAN MERMOZ;;92;HAUTS-DE-SEINE;92270;BOIS COLOMBES;142421088;;30/08/1994;09/01/1943;25/08/2010;48.9212, 2.27157;48.92119999999999;2.27157
920009560;920009552;PHARM SNC GIOVANNONI-ADOLPHE;;5;;RUE;DE CLAMART;;92;HAUTS-DE-SEINE;92100;BOULOGNE BILLANCOURT;146212708;;20/01/1993;24/05/1943;30/04/2009;48.8306, 2.24443;48.83059999999998;2.24443
920011210;920011202;PHARM MAHIOU DI MARIA;;6;;;HENRI SELLIER;;92;HAUTS-DE-SEINE;92290;CHATENAY MALABRY;146312495;;01/04/1963;25/04/1953;25/08/2010;48.7645, 2.25434;48.76449999999999;2.25434
920011715;920011707;PHARM SNC BRAZEAU-D'ALEXIS;;29;;RUE;DE JOUY;;92;HAUTS-DE-SEINE;92370;CHAVILLE;147504287;;07/08/1991;27/12/1943;07/07/2009;48.8001, 2.18631;48.8001;2.18631
920012226;920012200;PHARM BOUCHARD;;38;;RUE;PORTE DE TRIVAUX;;92;HAUTS-DE-SEINE;92140;CLAMART;146321570;146323031;25/04/2002;19/04/1943;08/04/2009;48.7912, 2.26035;48.791199999999996;2.26035
920012325;920012317;PHARM DJIAN MONNET KATY FRANCINE;;7;;RUE;FOURNIER;;92;HAUTS-DE-SEINE;92110;CLICHY;142705880;;26/09/1989;18/11/1985;08/04/2009;48.9049, 2.2984;48.9049;2.2984
920012614;920012606;PHARM OLLAGNIER;;25;;ALL;LEON GAMBETTA;;92;HAUTS-DE-SEINE;92110;CLICHY;147371502;;27/09/1972;05/05/1943;07/07/2009;48.9028, 2.30995;48.902799999999985;2.30995
920012697;920012671;PHARMACIE DE PARIS;;82;;RUE;DE PARIS;;92;HAUTS-DE-SEINE;92110;CLICHY;147372248;;18/05/1990;29/04/1943;21/08/2006;48.9012, 2.30355;48.90119999999999;2.30355
920013026;920013000;PHARM GHISLAINE PITARD;;333;;RUE;GABRIEL PERI;;92;HAUTS-DE-SEINE;92700;COLOMBES;147821804;;16/07/1991;31/01/1964;22/10/2008;48.9173, 2.23666;48.91729999999999;2.23666
920013224;920013216;PHARMACIE DALET;;14;;RUE;PAUL BERT;;92;HAUTS-DE-SEINE;92700;COLOMBES;147813847;;01/10/2004;18/02/1955;25/08/2010;48.9268, 2.24729;48.92679999999999;2.24729
920013711;920013703;PHARM THIBAULT BENIGUEL JEANNIE;;11;;AVENUE;MARCEAU;;92;HAUTS-DE-SEINE;92400;COURBEVOIE;143330367;;04/03/1982;28/01/1943;25/08/2010;48.8985, 2.24671;48.898499999999984;2.24671
920014024;920014016;PHARMACIE DU FG DE L'ARCHE;;36;;BOULEVARD;DE LA MISSION MARCHAND;;92;HAUTS-DE-SEINE;92400;COURBEVOIE;147889433;147889464;08/09/2007;27/05/1943;25/08/2010;48.8976, 2.24044;48.89759999999998;2.2404400000000004
920014131;920014123;PHARM FIDLER VIDAL MARTINE;;104;;RUE;BOUCICAUT;;92;HAUTS-DE-SEINE;92260;FONTENAY AUX ROSES;147023931;;18/07/1990;25/02/1953;30/03/2009;48.7931, 2.28455;48.7931;2.28455
920014545;920014537;PHARM DUMONT AUGIER ANNIE FRANCE;;112;;AVENUE;DU GAL DE GAULLE;;92;HAUTS-DE-SEINE;92250;LA GARENNE COLOMBES;142422402;;18/05/1990;28/01/1943;04/02/2009;48.9059, 2.25563;48.9059;2.25563
920014776;920014750;PHARM ABIDI BELGACEM;;12;;AVENUE;LENINE;;92;HAUTS-DE-SEINE;92230;GENNEVILLIERS;147946994;147946994;25/09/1990;15/07/1971;25/08/2010;48.9329, 2.28524;48.9329;2.2852400000000004
920014891;920014883;PHARM QUENEZ-CIRANY;;39;;RUE;DU HUIT MAI 1945;;92;HAUTS-DE-SEINE;92230;GENNEVILLIERS;147335876;;13/01/2003;08/02/1968;07/07/2009;48.9217, 2.28941;48.92170000000001;2.28941
920014974;920014966;PHARMACIE DES ECOLES;;8;;PL;JULES GUESDE;;92;HAUTS-DE-SEINE;92230;GENNEVILLIERS;147999177;;23/02/1989;19/05/1960;07/07/2009;48.9277, 2.28581;48.92769999999999;2.28581
920015096;920015070;PHARM NOURALY;;5;;RUE;VICTOR HUGO;;92;HAUTS-DE-SEINE;92230;GENNEVILLIERS;147931606;147937521;04/06/2007;28/01/1943;07/07/2009;48.9211, 2.29424;48.921099999999996;2.29424
920015542;920015534;PHARM VERGEZ-LEVY;;33;;AVENUE;VICTOR CRESSON;;92;HAUTS-DE-SEINE;92130;ISSY LES MOULINEAUX;146422731;;20/01/1993;19/04/1943;11/09/2008;48.8224, 2.26728;48.82239999999998;2.26728
750008674;750008666;PHARMACIE DES PETITS CHAMPS;;21;;RUE;DES PETITS CHAMPS;;75;PARIS;75001;PARIS 01;142969720;142962190;01/10/2003;12/11/1942;18/07/2007;48.86652, 2.337673;48.86652;2.337673
750008690;750008682;PHARMACIE TACAPES;;55;;RUE;DES PETITS CHAMPS;;75;PARIS;75001;PARIS 01;142965964;142960711;01/08/2005;12/11/1942;25/08/2010;48.8671939, 2.3347785;48.8671939;2.3347785
750008765;750008757;PHARMACIE GAIDOZ;;12;;RUE;DU CHEVALIER DE ST GEORGE;;75;PARIS;75001;PARIS 01;142608614;;29/07/1994;04/12/1942;25/08/2010;48.8685958, 2.3251268;48.8685958;2.3251268
750008831;750008823;PHARMACIE DU PALAIS ROYAL;;164;;RUE;SAINT HONORE;;75;PARIS;75001;PARIS 01;142603436;142966241;01/03/2007;12/11/1942;03/12/2007;48.862191, 2.3396426;48.862191;2.3396426
750008997;750008971;PHARMACIE OPERA CASANOVA;;6;;RUE;DANIELLE CASANOVA;;75;PARIS;75002;PARIS 02;142614893;142614893;27/03/1998;10/12/1942;03/12/2007;48.867716, 2.333023;48.867716;2.333023
750009227;750009201;GRANDE PHARMACIE LA PAIX OPERA;;24;;RUE;DE LA PAIX;;75;PARIS;75002;PARIS 02;147425625;140179055;12/05/1999;05/07/1943;11/07/2007;48.8699314, 2.3320751;48.8699314;2.3320751
750009680;750009672;SELARL PHARMACIE BEAUBOURG;;54;;RUE;RAMBUTEAU;;75;PARIS;75003;PARIS 03;148877819;148874722;01/01/2013;15/05/1943;17/01/2013;48.8616411, 2.3519859;48.8616411;2.3519859
750009763;750009755;PHARMACIE CANONNE;;88;;BOULEVARD;DE SEBASTOPOL;;75;PARIS;75003;PARIS 03;142775757;142775758;01/09/2007;22/06/1943;25/08/2010;48.8658876, 2.352556;48.8658876;2.352556
750010266;750010233;PHARMACIE DE L ILE SAINT LOUIS;;8;;RUE;JEAN DU BELLAY;;75;PARIS;75004;PARIS 04;143543909;143543555;01/01/2010;08/11/1942;19/01/2010;48.8530396, 2.3537559;48.8530396;2.3537559
750010340;750010316;PHARMACIE RAMBUTEAU;;1;;RUE;RAMBUTEAU;;75;PARIS;75004;PARIS 04;142727559;142727559;04/01/2010;27/05/1943;23/12/2009;48.8601034, 2.3566031;48.8601034;2.3566031
930012455;930012430;SNC PHARMACIE CALVET-SIMON;;5;;AVENUE;ANATOLE FRANCE;;93;SEINE-SAINT-DENIS;93500;PANTIN;148457850;;01/07/2006;23/06/1960;25/08/2010;48.8946, 2.42525;48.894599999999976;2.42525
930012687;930012661;PHARM CHOUKROUN EMILE JEAN;;79;;AVENUE;JEAN LOLIVE;;93;SEINE-SAINT-DENIS;93500;PANTIN;148452850;;11/05/1984;12/02/1943;24/06/2009;48.8919, 2.40611;48.89189999999998;2.4061100000000004
930013073;930013065;PHARM PETIT MICHEL;;84;;RUE;JULES CHATENAY;;93;SEINE-SAINT-DENIS;93380;PIERREFITTE SUR SEINE;148289494;;16/06/1992;23/07/1986;06/07/2009;48.9696, 2.36921;48.96959999999999;2.36921
930013123;930013115;PHARM KHAM-KHOEUP SIDARAT;;14;;RUE;DE PARIS;;93;SEINE-SAINT-DENIS;93380;PIERREFITTE SUR SEINE;148265002;;25/08/1995;29/04/1943;25/08/2010;48.9651, 2.36051;48.96509999999999;2.36051
930013156;930013131;EURL PHARMACIE THULLIER;;65;;RUE;PARMENTIER;;93;SEINE-SAINT-DENIS;93380;PIERREFITTE SUR SEINE;148265001;;01/10/2005;11/02/1955;06/07/2009;48.9684, 2.37408;48.96839999999998;2.37408
930013370;930013362;PHARM SEBBAH VICTOR SALOMON;;9;;PL;GENERAL DE GAULLE;;93;SEINE-SAINT-DENIS;93340;LE RAINCY;143810050;;02/12/1975;03/05/1944;12/07/2010;48.8906, 2.5117;48.890599999999985;2.5117
930013552;930006929;SELARL PHARM BOUZAGLOU;;3;;PL;CARNOT;;93;SEINE-SAINT-DENIS;93230;ROMAINVILLE;148451010;;19/05/1994;28/04/1943;25/08/2010;48.8839, 2.44076;48.883899999999976;2.44076
930013685;930013677;PHARM ELBAZ BENJAMIN;;149;;RUE;DE LA REPUBLIQUE;;93;SEINE-SAINT-DENIS;93230;ROMAINVILLE;148457952;;06/06/1991;20/06/1960;06/07/2009;48.8792, 2.43379;48.8792;2.43379
930013750;930013743;SELARL PHARMACIE DU MARCHE;;53;;AVENUE;DE VERDUN;;93;SEINE-SAINT-DENIS;93230;ROMAINVILLE;148452449;148910887;01/12/2006;20/01/1943;06/07/2009;48.8826, 2.43443;48.88259999999998;2.43443
930014253;930014246;PHARM DE LA GARE;;3;;RUE;DEZOBRY;;93;SEINE-SAINT-DENIS;93200;ST DENIS;148201001;;29/05/1985;28/04/1943;07/01/2009;48.9367, 2.34769;48.93669999999998;2.34769
930014816;930014790;S.N.C PHARM GANDZIRI-THIERRY;;91;;RUE;DE STRASBOURG;;93;SEINE-SAINT-DENIS;93200;ST DENIS;148277479;148272980;01/11/2004;22/03/1965;25/08/2010;48.9369, 2.37122;48.936900000000016;2.37122
930014832;930019294;SELURL PHARMACIE DES COSMONAUTES;;7;;RUE;ALEXIS LEONOV;;93;SEINE-SAINT-DENIS;93200;ST DENIS;148277119;;01/09/2004;17/11/1969;30/01/2009;48.9315, 2.38285;48.931499999999986;2.38285
930015235;930015227;PHARM MAMANE RUTH;;45;;RUE;DES ROSIERS;;93;SEINE-SAINT-DENIS;93400;ST OUEN;140101901;;09/04/1986;15/05/1943;25/06/2009;48.9049, 2.33784;48.9049;2.33784
930016001;930015995;PHARMACIE DE L'HOTEL DE VILLE SELARL;;16;B;PL;DES DROITS DE L HOMME;;93;SEINE-SAINT-DENIS;93290;TREMBLAY EN FRANCE;148612834;;01/11/2009;17/07/1990;14/12/2009;48.9505, 2.56952;48.95049999999999;2.5695200000000002
930016670;930016662;PHARM  LE ROY-DARGENT ANNY;;21;;AVENUE;DE LA GARE;;93;SEINE-SAINT-DENIS;93420;VILLEPINTE;148615999;;02/05/1999;23/08/1984;07/07/2009;48.9458, 2.56454;48.94579999999999;2.5645400000000005
930016837;930002969;PHARM DES PETITS PONTS;;150;;BOULEVARD;ROBERT BALLANGER;;93;SEINE-SAINT-DENIS;93420;VILLEPINTE;143836589;;20/04/1990;16/01/1969;06/07/2009;48.9549, 2.53738;48.95489999999998;2.53738
930016852;930010699;SNC PHARM PRINCIPALE;;8;;ROUTE;DE SAINT LEU;;93;SEINE-SAINT-DENIS;93430;VILLETANEUSE;;;01/07/2004;25/08/1993;06/07/2009;48.9487, 2.34296;48.948699999999995;2.34296
930019062;930019054;PHARMACIE DE LA MEDIATHEQUE;;19;;RUE;DE LA RÉPUBLIQUE;;93;SEINE-SAINT-DENIS;93160;NOISY LE GRAND;149321600;149321759;01/09/2009;29/07/1999;25/08/2010;48.8463, 2.55289;48.846299999999985;2.55289
950003939;950003889;PHARM BELLETESTE;;1;;AVENUE;JACQUES ANQUETIL;CTRE COMMERCIAL LES OLYMPIADES;95;VAL D'OISE;95190;GOUSSAINVILLE;130180352;;11/03/2004;15/07/2003;25/08/2010;49.0217, 2.45565;49.02170000000001;2.45565
950004432;950004424;PHARM MME M'HEDHBI F;;156;;RUE;ANTONIN G BELIN;;95;VAL D'OISE;95100;ARGENTEUIL;139825503;;09/10/1996;31/07/1967;25/08/2010;48.9486, 2.23676;48.948599999999985;2.23676
950004622;950004614;PHARM ALMEIDA;;32;;AVENUE;GABRIEL PERI;;95;VAL D'OISE;95100;ARGENTEUIL;139610906;;01/07/2006;26/06/1943;25/08/2010;48.9449, 2.25039;48.94489999999999;2.25039
950005017;950004994;PHARM TOLEDANO;;42;;AVENUE;PAUL VAILLANT COUTURIER;;95;VAL D'OISE;95100;ARGENTEUIL;139610506;139611069;28/08/2006;28/08/2003;25/08/2010;48.9448, 2.2517;48.944799999999994;2.2517
950005173;950005165;PHARM LEROUX LANGUILLAT;;86;;AVENUE;GABRIEL PERI;;95;VAL D'OISE;95100;ARGENTEUIL;139610697;;02/02/1990;14/02/1955;25/08/2010;48.946, 2.24932;48.94599999999999;2.24932
950005454;950005447;SELAS PHARMACIE DES MARRONNIERS;;32;;AVENUE;DES MARRONNIERS;;95;VAL D'OISE;95250;BEAUCHAMP;139600691;139600044;30/03/1976;22/09/1975;09/05/2011;49.0184, 2.19789;49.01839999999998;2.19789
950005504;950005496;PHARM ARDOUIN & CHAUVIN;;42;;RUE;EDOUARD BOURCHY;;95;VAL D'OISE;95260;BEAUMONT SUR OISE;134702896;134704444;02/02/2009;27/05/1974;25/08/2010;49.1422, 2.28984;49.14219999999999;2.28984
950005553;950005546;PHARM LEROUX;;14;;RUE;RICHAMBRE;;95;VAL D'OISE;95270;BELLOY EN FRANCE;130357521;130359270;01/08/2002;25/07/2002;25/08/2010;49.0909, 2.37333;49.0909;2.37333
950006254;950006247;PHARM CAZES;;23;;RUE;DE L ABONDANCE;ST CHRISTOPHE;95;VAL D'OISE;95800;CERGY;130734112;130735440;25/10/1994;10/10/1984;23/06/2008;49.0483, 2.03392;49.04829999999999;2.03392
